id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
1448600,UCR,,,PreservedSpecimen,UCR-BPS-38973,UCR0040068,UCR-38973,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Myrica,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Myrica californica",26363,Cham.,Myrica,,californica,,,Species,,,,,,,,"David J. Keil",,13699,1980-03-01,1980,3,1,61,,1980-3-1,"Dunes heavily disturbed by off-road vehicular traffic. Locally common at some dune slack sites; at Maidenform Flat forming a pygmy forest with litter-covered soil but no understory.","Coastal dune field. Lake bordered by ring of Salix and inner ring of Scirpus californicus.",,,,,,,,,,,Fertile,,,,,,,"United States",California,"San Luis Obispo",,"Nipomo Dunes in vicinity of Oso Flaco Lake.",,0,,35.03,-120.6175,,,,,,"Terrain Nav. v. 8.7 (copied from SBBG25525)",,,,,,,,,,,,"2021-09-26 15:34:44",UCR-BPS-38973,3,urn:uuid:1b5d5530-da07-43f5-84d9-f0ce7fe3ba93,https://www.cch2.org/portal/collections/individual/index.php?occid=1448600
1448601,UCR,,,PreservedSpecimen,UCR-BPS-38974,UCR0040069,UCR-38974,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Myrica,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Myrica californica",26363,Cham.,Myrica,,californica,,,Species,,,,,,,,"Robert J. Rodin",,8424,1970-09-10,1970,9,10,253,,1970-9-10,"Small tree 15 ft. high in low spot; berries rough textured, purple-black. Hollow in sand dunes c. 300 yards from the Pacific ocean near a shell mound in the Park.",,,,,,,,,,,,Fruiting,,,,,,,"United States",California,"San Luis Obispo",,"Pismo Beach State Park",,0,,35.08722,-120.62667,,,,,,TopoZoneACS,,,3,,,,,,,,,"2021-09-26 15:34:44",UCR-BPS-38974,3,urn:uuid:c42cbbf4-0f24-4402-ad98-07fa652feec7,https://www.cch2.org/portal/collections/individual/index.php?occid=1448601
1448603,UCR,,,PreservedSpecimen,UCR-BPS-23592,UCR0040063,UCR-23592,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Myrica,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Myrica californica",26363,Cham.,Myrica,,californica,,,Species,,,,,,,,"John C. Roos",,6623,1957-07-01,1957,7,1,182,,1957-7-1,"On wet soil on edge of sphagnum bog.","The Pygmy Forest region; with Pinus contorta and Rhododendron.",,,,,,,,,,,Sterile,,,,,,,"United States",California,Mendocino,,"Little River",,0,,39.27083,-123.78722,,,,,,TopoZoneACS,,,,,,,,,,,,"2021-09-26 15:34:28",UCR-BPS-23592,3,urn:uuid:78911c44-93ad-4fc9-b604-4a9a8f146f4f,https://www.cch2.org/portal/collections/individual/index.php?occid=1448603
1448607,UCR,,,PreservedSpecimen,UCR-BPS-18821,UCR0040065,UCR-18821,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Myrica,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Myrica californica",26363,Cham.,Myrica,,californica,,,Species,,,,,,,,"Charlotte M. Hoak",,s.n.,1931-07-07,1931,7,7,188,,1931-7-7,"Along stream.",,,,,,,,,,,,Fruiting,,,,,,,"United States",California,Mendocino,,"Marsh Creek",,0,,39.23978,-123.57658,,,,,,"Terrain Navigator",,,,,,,,,,,,"2021-09-26 15:34:18",UCR-BPS-18821,3,urn:uuid:c7988148-582d-49a6-97f7-94462ff30ca9,https://www.cch2.org/portal/collections/individual/index.php?occid=1448607
1448608,UCR,,,PreservedSpecimen,UCR-BPS-5036,UCR0040066,UCR-5036,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Myrica,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Myrica californica",26363,Cham.,Myrica,,californica,,,Species,,,,,,,,"Frank C. Vasek",,660715--11,1966-07-15,1966,7,15,196,,1966-7-15,,,,,,,,,,,,,Fruiting,,,,,,,"United States",California,Mendocino,,"South of Point Arena, 13 miles from [south of] Manchester",,0,,38.81639,-123.59833,,,,,,GoogleEarthACS,,,,,,,,,,,,"2021-09-26 15:34:47",UCR-BPS-5036,3,urn:uuid:cb68ac4b-380b-4ffb-9384-adb7aaabb179,https://www.cch2.org/portal/collections/individual/index.php?occid=1448608
1463190,UCR,,,PreservedSpecimen,UCR-BPS-64622,UCR0040060,UCR-64622,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Myrica,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Myrica californica",26363,Cham.,Myrica,,californica,,,Species,,,,,,,,"Joseph A. Ewan",,8052,1933-10-22,1933,10,22,295,,1933-10-22,"Shapely rounded tree ± 12 to 20 ft. [high].","Cold Bog,",,,,,,,,,,,Fruiting,,,,,,,"United States",California,Marin,,"Point Reyes Peninsula",,0,,38.06667,-122.91667,,,,,,GoogleEarthACS,,,,,,,,,,,,"2021-09-26 15:34:53",UCR-BPS-64622,3,urn:uuid:ef045125-01bc-400d-83e8-d64445900744,https://www.cch2.org/portal/collections/individual/index.php?occid=1463190
1463191,UCR,,,PreservedSpecimen,UCR-BPS-53755,UCR0040061,UCR-53755,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Myrica,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Myrica californica",26363,Cham.,Myrica,,californica,,,Species,,,,,,,,"C.W. Tilforth","John Dourley",1143,1975-09-27,1975,9,27,270,,1975-9-27,"Common large shrub on wind-swept slopes above beach.",,,,,,,,,,,,Fruiting,,,,,,,"United States",California,Mendocino,,"Point Cabrillo, c. 5 miles north of Mendocino",,0,,39.34925,-123.82447,,,,,,GoogleEarthACS,,,,,,,,,,,,"2021-09-26 15:34:48",UCR-BPS-53755,3,urn:uuid:06ad55eb-e53c-476b-92d2-0683c9d7a9f6,https://www.cch2.org/portal/collections/individual/index.php?occid=1463191
1463192,UCR,,,PreservedSpecimen,UCR-BPS-70771,UCR0040062,UCR-70771,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Myrica,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Myrica californica",26363,Cham.,Myrica,,californica,,,Species,,,,,,,,"Carl B. Wolf",,11463,1944-10-23,1944,10,23,297,,1944-10-23,"Shrub 10 ft. high and across; trunks to 2 inches; sandy loam along road. Prop. No. 5037.",,,,,,,,,,,,Fruiting,,,,,,,"United States",California,Mendocino,,"1 mile north of Caspar",,0,,39.38008,-123.81394,,,,,,GoogleEarthACS,,,61,,,,,,,,,"2021-09-26 15:34:55",UCR-BPS-70771,3,urn:uuid:4cf761e8-cb29-4200-9bf6-77a4d847162c,https://www.cch2.org/portal/collections/individual/index.php?occid=1463192
1563406,UCR,,,PreservedSpecimen,UCR-BPS-143143,UCR0040071,UCR-143143,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Myrica,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Myrica californica",26363,Cham.,Myrica,,californica,,,Species,,,,,,,,"Frank W. Peirson",,12385,1938-04-13,1938,4,13,103,,1938-4-13,"Trees slender, 15-20 ft., in marshy region with their roots in water.",,,,,,,,,,,,Flowering,,,,,,,"United States",California,"Santa Barbara",,"Bear Creek, about 2 miles south of Surf and station 0.5 mile up stream",,0,,34.64778,-120.60167,,,,,,TopoZoneACS,,,61,,,,,,,,,"2021-09-26 15:34:09",UCR-BPS-143143,3,urn:uuid:c06ffec1-68c0-4765-b9fc-e7713e75b0f8,https://www.cch2.org/portal/collections/individual/index.php?occid=1563406
1595457,UCR,,,PreservedSpecimen,UCR-BPS-175792,UCR0040070,UCR-175792,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Myrica,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Myrica californica",26363,Cham.,Myrica,,californica,,,Species,,,,,,,,"Mark A. Elvin","C. Rutherford, David J. Keil, Luanne Lum",4587,2005-10-07,2005,10,7,280,,2005-10-7,"Occasional shrub around edge of the marsh.","Freshwater marsh/willow woodland with Salix lasiolepsis, Sparganium, Epilobium ciliatum in soils peat.",,,,,,,,,,,Fruiting,,,,,,,"United States",California,"Santa Barbara",,"Burton Mesa: Vandenburg Air Force Base, tributary to San Antonio Creek, 200 m west of Pacific Coast Hwy (Hwy 1)",,0,,34.75744,-120.51614,,,,,,"Collector GPS",,,146,,,,,,,,,"2021-09-26 15:34:15",UCR-BPS-175792,3,urn:uuid:9a1463d1-24e5-411f-9ab3-ec747e365347,https://www.cch2.org/portal/collections/individual/index.php?occid=1595457
1894563,UCSB,,,PreservedSpecimen,1a579aa9-34c9-45d1-a175-7d9cfec9e6a6,UCSB006082,061307,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,,,,,,,,"Parikh, Anuja.","Gale, Nathan.",139,1994-05-25,1994,5,25,145,,"May 25, 1994",,"Willow woodland vegetation.","Moist, sandy soil.","Native shrub to small tree, 2-10 m tall,evergreen. Leaves glossy dark green, scented. Fruit covered with resin globules and conspicuous whitish wax.",,,,,,,,"Salix lasiolepis",,,,,,,"Sheet - 1","United States",California,"Santa Barbara",,"Collected in Reference Wetland 5; Peacekeeper Rail Garrison and Small ICBM Mitigation Program, 1990-1995; Vandendberg Air Force Base; San Antonio Terrace.",,0,,34.80373,-120.5654,WGS84,2250,"34.80373° N, 120.5654° W","Santa Barbara Botanic Garden A",,"Terrain Nav. v. 7.8 USGS 1:24000 (copied from UCSB61282)",,,73,,,,,"73 m",,,melissamullis,"2020-03-04 15:36:00",,35,urn:uuid:1a579aa9-34c9-45d1-a175-7d9cfec9e6a6,https://www.cch2.org/portal/collections/individual/index.php?occid=1894563
1894564,UCSB,,,PreservedSpecimen,6db31751-8c4a-4625-b617-9853bd61839c,UCSB006083,018989,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,,,,,,,,"Joseph Keefe",,744,1964-09-08,1964,9,8,252,,"8 Sept.1963","Common in sphagnum bog","Sphagnum bog",,"Shrub 2.5 m tall",,,,,,,,,Fruit,,,,,,"Sheet - 1",,,,,"Summer's Road; 2 miles North of California Highway 20; 3 mile southeast of Fort Bragg",,0,,39.420721,-123.769951,WGS84,1000,,,,,,,30,,,,,"100 ft",,,tadeo,"2020-12-18 14:21:04",,35,urn:uuid:6db31751-8c4a-4625-b617-9853bd61839c,https://www.cch2.org/portal/collections/individual/index.php?occid=1894564
1894565,UCSB,,,PreservedSpecimen,054acf23-d9eb-48bd-833e-87546712b1d6,UCSB006084,026496,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,,,,,,,,"Joseph M. Keefe",,1676,1967-04-21,1967,4,21,111,,"21 April 1967",,,,"Shrub 3 feet high.",,,,,,,,,,,,,,,"Sheet - 1","United States",California,"San Luis Obispo",,"1000 yards southwest of Oso Flaco Lake, northwest of Santa Maria.",,0,,35.03,-120.6175,NAD83,2000,,"CalPoly D",,"Terrain Nav. v. 8.7 (copied from SBBG25525)",,,6,,,,,"20 feet",,,krg,"2020-03-04 15:36:00",,35,urn:uuid:054acf23-d9eb-48bd-833e-87546712b1d6,https://www.cch2.org/portal/collections/individual/index.php?occid=1894565
1894566,UCSB,,,PreservedSpecimen,2420db50-4af0-49e5-b637-cbbbbe5c4d84,UCSB006085,000989,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,,,,,,,,"John R. Haller",,1711,1960-07-02,1960,7,2,184,,"July 2, 1960",,"Moist N slope.",,"Tree, 15 feet tall.",,,,,,,,,,,,,,,"Sheet - 1","United States",California,"Santa Barbara",,"0.1 mile north of Jualachichi Summit on road to Jalama Beach COunty Park, south of Lompoc.",,0,,34.528,-120.394,NAD27,1000,,"Santa Barbara Botanic Garden A",,"Terrain Nav. v. 8.7 (copied from SBBG87161)",,"Mon Feb 17 15:13:31 2014",335,,,,,1100',,,melissamullis,"2020-03-04 15:36:00",,35,urn:uuid:2420db50-4af0-49e5-b637-cbbbbe5c4d84,https://www.cch2.org/portal/collections/individual/index.php?occid=1894566
1894567,UCSB,,,PreservedSpecimen,76ef29e8-edcf-4c42-8e92-5be3a22962c9,UCSB006086,7841,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,,,,,,,,"John R. Haller",,2092,1966-02-05,1966,2,5,36,,"Feb. 5, 1966",Abundant.,,"Sandy soil.","Shrub, 10 feet high.",,,,,,,,"Salix spp.",,,,,,,"Sheet - 1","United States",California,"San Luis Obispo",,"Outlet creek between Oso Flaco Lake and the Pacific Ocean, Nipomo Dunes, 5 miles south of Oceano.",,0,,35.026909,-120.631046,WGS84,1000,,,,,,,0,,,,,"sea level",,,krg,"2020-03-04 15:36:00",,35,urn:uuid:76ef29e8-edcf-4c42-8e92-5be3a22962c9,https://www.cch2.org/portal/collections/individual/index.php?occid=1894567
1894568,UCSB,,,PreservedSpecimen,dcf8c498-d7de-450c-a5d1-5dbb0a2c4e7e,UCSB006087,011546,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Myrica,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Myrica californica",26363,Cham.,Myrica,,californica,,,Species,,,,,,,,"Hugh Dearing","Dearing, M.",3075,1939-03-19,1939,3,19,78,,"March 19, 1939",,,,"Shrub to 10 feet high.",,,,,,,,,,,,,,,"Sheet - 1","United States",California,"San Luis Obispo",,"Near salt marsh; Oso Flaco Lake.",,0,,35.02792,-120.621895,WGS84,500,,,,,,,,,,,,,,,melissamullis,"2020-03-04 15:36:00",,35,urn:uuid:dcf8c498-d7de-450c-a5d1-5dbb0a2c4e7e,https://www.cch2.org/portal/collections/individual/index.php?occid=1894568
1894569,UCSB,,,PreservedSpecimen,f0e97e2c-473a-41d7-a266-bac3dcc8e7be,UCSB006088,006818,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,,,,,,,,"Frances Long",,279,1939-03-19,1939,3,19,78,,"Mar. 19, 1939",,,,,,,,,,,,,,,,,,,"Sheet - 1","United States",California,"San Luis Obispo",,"Oso Flaco Lake",,0,,35.029384,-120.62062,WGS84,500,,,,,,,30,,,,,,,,tadeo,"2020-12-18 14:21:04",,35,urn:uuid:f0e97e2c-473a-41d7-a266-bac3dcc8e7be,https://www.cch2.org/portal/collections/individual/index.php?occid=1894569
1894570,UCSB,,,PreservedSpecimen,4d9097a8-0902-4bf6-b031-91c6d7aeeaab,UCSB006089,015643,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,,,,,,,,"Dennis E. Breedlove",,3112,1962-06-08,1962,6,8,159,,"June 8, 1962",,"Extensive bog",,"Shrub 3 feet tall",,,,,,,,"Carex sp., Ledum glandulosum, Lithocarpus densiflora",,,,,,,"Sheet - 1","United States",California,"Del Norte",,"on south bank of the Smith River, 2.6 miles northeast of Gasquet on U.S. Highway 199",,0,,41.877459,-123.957975,WGS84,5000,,,,,,,183,,,,,"600 ft",,,chaomingxu,"2020-03-04 15:36:00",,35,urn:uuid:4d9097a8-0902-4bf6-b031-91c6d7aeeaab,https://www.cch2.org/portal/collections/individual/index.php?occid=1894570
1894571,UCSB,,,PreservedSpecimen,9576452b-e8e3-41a0-b6f0-3cd16f7a0ca5,UCSB006090,055137,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,,,,,,,,"Martin Fletcher",,229,1980-01-05,1980,1,5,5,,"Jan. 5, 1980","Locally common on the streambank on the Alegria Formation.",Riparian.,,,,,,,,,,"Salix laevigata, Garrya elliptica, Rubus ursinus.",,,,,,,"Sheet - 1","United States",California,"Santa Barbara",,"Collected 2.4 miles north of the coast in Bulito Canyon.",,0,,34.4695,-120.34125,WGS84,1000,"34°28'10.2""N 120°20'28.5""W",,,,,,122,,,,,"400 feet",,,2019ldescareno,"2020-12-18 14:21:04",,35,urn:uuid:9576452b-e8e3-41a0-b6f0-3cd16f7a0ca5,https://www.cch2.org/portal/collections/individual/index.php?occid=1894571
1894572,UCSB,,,PreservedSpecimen,d70d2e57-6717-47db-82cf-9c5eca68630b,UCSB006091,056702,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Myrica,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Myrica californica",26363,Cham.,Myrica,,californica,,,Species,,,,,,,,"David Pritchett",,132,1987-07-22,1987,7,22,203,,"22 Jul 1987","Uncommon preren. shrub.","Perennial freshwater marsh","Loamy sand",,,,,,,,,,,,,,,,"Sheet - 1","United States",California,"Santa Barbara",,"San Antionia Terrace, Vandenberg Air Force Base",,0,,34.816555,-120.584372,WGS84,,,,,,,,61,,,,,"200 ft.",,,2019katherine,"2020-12-18 14:21:04",,35,urn:uuid:d70d2e57-6717-47db-82cf-9c5eca68630b,https://www.cch2.org/portal/collections/individual/index.php?occid=1894572
1894573,UCSB,,,PreservedSpecimen,df068b1b-dcbe-4cb2-80fb-f687ebf4b750,UCSB006092,051642,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,,,,,,,,"Dennis E. Breedlove",,2961,1962-06-07,1962,6,7,158,,"June 7, 1962",,"Sphangnous bog",,"Shrub, 4 feet tall.",,,,,,,,"Pinus muricata, Arctostaphylos spp., Ledum glandulosum.",,,,,,,"Sheet - 1","United States",California,Mendocino,,"2.0 miles east of Fort Bragg, along road to Willits.",,0,,39.413862,-123.750312,WGS84,1000,,,,,,,107,,,,,"350 feet",,,krg,"2021-04-15 11:17:20",,35,urn:uuid:df068b1b-dcbe-4cb2-80fb-f687ebf4b750,https://www.cch2.org/portal/collections/individual/index.php?occid=1894573
1894574,UCSB,,,PreservedSpecimen,6505c71d-b6bb-447e-8d31-5863d70e7a2d,UCSB006093,C39665,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Myrica,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Myrica californica",26363,Cham.,Myrica,,californica,,,Species,,,,,,,,"Bruce K. Orr",,439,1982-02-13,1982,2,13,44,,"13 February, 1982",Rare,"Bottom of marshy ravine with streamlet",,"Tree 1.0m tall",,,,,,,,"Juncus sp., Baccharis pilularis",,,,,,,"Sheet - 1","United States",California,"Santa Barbara",,"1.0 miles west of road along ridge on north side at bottom of ridge, Point Sal State Beach",,0,,34.904752,-120.669231,WGS84,,,,,,,,,,,,,,,,2019katherine,"2020-12-18 14:21:04",,35,urn:uuid:6505c71d-b6bb-447e-8d31-5863d70e7a2d,https://www.cch2.org/portal/collections/individual/index.php?occid=1894574
1894575,UCSB,,,PreservedSpecimen,d8ae6061-1cf1-4f4e-99d3-957608be6238,UCSB006094,023796,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,,,,,,,,"John R. Haller",,2190,1967-06-18,1967,6,18,169,,"June 18, 1967",,"Pinus Cupressus-Rhododendron woodland",,"Tree, 5 meters tall.",,,,,,,,,,,,,,,"Sheet - 1","United States",California,Mendocino,,"""Pygmy Forest"" near Fort Bragg, State Highway 20, 2.5 miles east of State Highway 1.",,0,,39.410282,-123.762544,WGS84,2000,,,,,,,122,,,,,"400 feet",,,krg,"2020-03-04 15:36:00",,35,urn:uuid:d8ae6061-1cf1-4f4e-99d3-957608be6238,https://www.cch2.org/portal/collections/individual/index.php?occid=1894575
1894576,UCSB,,,PreservedSpecimen,93f61363-07f6-4d2b-aedb-74c6811776d2,UCSB006095,038026,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,,,,,,,,"Goodwin, Cindy",,s.n.,1978-11-19,1978,11,19,323,,"Nov. 19, 1978",,,,Shrub.,,,,,,,,"Salix spp.",,,,,,,"Sheet - 1","United States",California,"San Luis Obispo",,"Along Oso Flaco Lake Road.",,0,,35.031245,-120.620872,WGS84,1000,,,,,,,,,,,,,,,krg,"2020-03-04 15:36:00",,35,urn:uuid:93f61363-07f6-4d2b-aedb-74c6811776d2,https://www.cch2.org/portal/collections/individual/index.php?occid=1894576
1894577,UCSB,,,PreservedSpecimen,3da0aa9d-42ea-4ff7-908a-690c74190cff,UCSB006096,069719,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,,,,,,,,"Tamara Klug",,HR76,1992-04-11,,,,,,04/11/1992,"Scattered on north-facing slope.",Woodland.,,,,,,,,,,"Lithocarpus densiflorus",,,,,,,"Sheet - 1","United States",California,"Santa Barbara",,"Hollister Ranch, western Santa Ynez Mountains and adjacent coastal plain, west of Gaviota State Park; on parcel 46.",,0,,34.493989,-120.374228,WGS84,1000,,,,,,,,,,,,,,,gwahlert,"2020-03-04 15:36:00",,35,urn:uuid:3da0aa9d-42ea-4ff7-908a-690c74190cff,https://www.cch2.org/portal/collections/individual/index.php?occid=1894577
1894578,UCSB,,,PreservedSpecimen,1a09c40e-b415-4a09-ad96-af028488f311,UCSB006097,031908,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,,,,,,,,"Mrs. R. F. Bingham",,s.n.,1880-03-00,1880,3,,,,"March 1880",,,,,,,,,,,,,,,,,,,"Sheet - 1","United States",California,"Santa Barbara",Montecito,"Hot Springs Cañon.",,0,,34.459445,-119.638953,WGS84,2000,,,,,,,,,,,,,,,gwahlert,"2020-03-04 15:36:00",,35,urn:uuid:1a09c40e-b415-4a09-ad96-af028488f311,https://www.cch2.org/portal/collections/individual/index.php?occid=1894578
1894579,UCSB,,,PreservedSpecimen,a7e94006-41f9-43f1-9030-398084daae9a,UCSB006098,022605,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,,,,,,,,"Glen Olson",,131,1968-07-28,1968,7,28,210,,"28 July 1968","On shaded, gentle west-facing slope.",,"Sandy loam soil.","Tree, 10 meters high.",,,,,,,,"Pinus muricata, Pseudotsuga menziesii.",,,,,,,"Sheet - 1","United States",California,Mendocino,,"10 meters off west side of Highway 1, 1.4 miles north of Albion, Pacific Coast.",,0,,39.237717,-123.773012,WGS84,1000,,,,,,,61,,,,,"200 ft.",,,krg,"2021-04-15 11:17:17",,35,urn:uuid:a7e94006-41f9-43f1-9030-398084daae9a,https://www.cch2.org/portal/collections/individual/index.php?occid=1894579
